,team,total,team_opp,total_opp,season,date,mp,mp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max.1,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,home,index_opp,mp_opp,mp_opp.1,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp.1,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,home_opp,won
86,GSW,117,MEM,116,2022,2022-05-01,240.0,240.0,45.0,93.0,0.484,14.0,38.0,0.368,13.0,20.0,0.65,16.0,36.0,52.0,31.0,10.0,6.0,18.0,25.0,117.0,,0.575,0.559,0.409,0.215,34.8,69.2,53.1,68.9,9.9,10.9,15.0,100.0,115.9,114.9,,,12.0,20.0,0.8,5.0,12.0,0.5,4.0,7.0,1.0,4.0,6.0,8.0,9.0,3.0,2.0,5.0,5.0,31.0,10.0,0.8,0.8,0.6,1.0,18.0,29.8,19.0,38.9,8.4,5.1,100.0,26.6,144.0,127.0,0,1,240.0,240.0,41.0,95.0,0.432,16.0,40.0,0.4,18.0,24.0,0.75,16.0,30.0,46.0,26.0,11.0,6.0,14.0,19.0,116.0,,0.549,0.516,0.421,0.253,30.8,65.2,46.9,63.4,10.9,10.9,11.7,100.0,114.9,115.9,,,14.0,31.0,0.667,6.0,11.0,0.667,7.0,9.0,1.0,6.0,9.0,10.0,10.0,3.0,2.0,4.0,5.0,34.0,14.0,0.829,0.813,0.75,1.0,18.0,24.4,16.8,53.0,5.7,10.0,31.6,36.8,237.0,120.0,1,True
87,BOS,89,MIL,101,2022,2022-05-01,240.0,240.0,28.0,84.0,0.333,18.0,50.0,0.36,15.0,20.0,0.75,10.0,38.0,48.0,21.0,8.0,7.0,18.0,25.0,89.0,,0.48,0.44,0.595,0.238,18.5,79.2,47.1,75.0,8.1,12.5,16.2,100.0,89.7,101.8,,,6.0,18.0,1.0,4.0,9.0,0.667,5.0,8.0,1.0,3.0,10.0,10.0,6.0,2.0,3.0,7.0,4.0,21.0,3.0,1.0,1.0,1.0,0.667,20.1,50.4,23.7,86.4,3.0,19.3,50.0,43.7,200.0,113.0,1,0,240.0,240.0,37.0,90.0,0.411,12.0,34.0,0.353,15.0,21.0,0.714,10.0,44.0,54.0,22.0,11.0,5.0,13.0,21.0,101.0,,0.509,0.478,0.378,0.233,20.8,81.5,52.9,59.5,11.1,14.7,11.6,100.0,101.8,89.7,,,9.0,25.0,0.5,3.0,7.0,0.6,6.0,11.0,1.0,4.0,11.0,13.0,12.0,3.0,3.0,5.0,4.0,25.0,25.0,0.717,0.688,0.857,0.5,14.2,74.1,39.2,59.6,5.0,15.1,25.0,39.4,117.0,104.0,0,False
88,MIN,106,MEM,114,2022,2022-04-29,240.0,240.0,38.0,84.0,0.452,12.0,31.0,0.387,18.0,26.0,0.692,6.0,31.0,37.0,22.0,12.0,5.0,11.0,21.0,106.0,,0.555,0.524,0.369,0.31,13.3,66.0,40.2,57.9,12.3,9.3,10.3,100.0,108.3,116.5,,,10.0,24.0,0.889,5.0,10.0,0.833,6.0,9.0,0.75,2.0,9.0,10.0,5.0,3.0,2.0,4.0,6.0,30.0,4.0,1.115,1.167,0.75,0.474,17.4,22.6,17.0,27.7,13.9,7.3,36.4,38.2,213.0,124.0,1,0,240.0,240.0,40.0,86.0,0.465,15.0,32.0,0.469,19.0,24.0,0.792,16.0,39.0,55.0,24.0,7.0,8.0,18.0,21.0,114.0,,0.59,0.552,0.372,0.279,34.0,86.7,59.8,60.0,7.2,15.1,15.7,100.0,116.5,108.3,,,9.0,19.0,0.667,5.0,8.0,0.833,9.0,12.0,0.875,5.0,11.0,14.0,11.0,1.0,3.0,5.0,6.0,23.0,22.0,0.821,0.821,1.0,0.889,15.4,64.5,31.6,39.7,4.9,8.2,40.0,26.7,157.0,113.0,0,False
89,MEM,114,MIN,106,2022,2022-04-29,240.0,240.0,40.0,86.0,0.465,15.0,32.0,0.469,19.0,24.0,0.792,16.0,39.0,55.0,24.0,7.0,8.0,18.0,21.0,114.0,,0.59,0.552,0.372,0.279,34.0,86.7,59.8,60.0,7.2,15.1,15.7,100.0,116.5,108.3,,,9.0,19.0,0.667,5.0,8.0,0.833,9.0,12.0,0.875,5.0,11.0,14.0,11.0,1.0,3.0,5.0,6.0,23.0,22.0,0.821,0.821,1.0,0.889,15.4,64.5,31.6,39.7,4.9,8.2,40.0,26.7,157.0,113.0,0,1,240.0,240.0,38.0,84.0,0.452,12.0,31.0,0.387,18.0,26.0,0.692,6.0,31.0,37.0,22.0,12.0,5.0,11.0,21.0,106.0,,0.555,0.524,0.369,0.31,13.3,66.0,40.2,57.9,12.3,9.3,10.3,100.0,108.3,116.5,,,10.0,24.0,0.889,5.0,10.0,0.833,6.0,9.0,0.75,2.0,9.0,10.0,5.0,3.0,2.0,4.0,6.0,30.0,4.0,1.115,1.167,0.75,0.474,17.4,22.6,17.0,27.7,13.9,7.3,36.4,38.2,213.0,124.0,1,True
90,TOR,97,PHI,132,2022,2022-04-28,240.0,240.0,35.0,89.0,0.393,7.0,35.0,0.2,20.0,25.0,0.8,15.0,22.0,37.0,15.0,6.0,1.0,9.0,22.0,97.0,,0.485,0.433,0.393,0.281,28.8,68.8,44.0,42.9,6.6,2.4,8.3,100.0,107.1,145.7,,,9.0,20.0,1.0,2.0,7.0,0.333,9.0,10.0,1.0,4.0,7.0,10.0,7.0,3.0,1.0,3.0,6.0,25.0,1.0,0.718,1.0,1.0,3.0,82.7,33.3,51.2,30.5,3.6,3.7,20.0,45.7,148.0,152.0,1,0,240.0,240.0,47.0,81.0,0.58,16.0,40.0,0.4,22.0,23.0,0.957,10.0,37.0,47.0,32.0,4.0,4.0,11.0,22.0,132.0,,0.724,0.679,0.494,0.284,31.3,71.2,56.0,68.1,4.4,7.4,10.8,100.0,145.7,107.1,,,12.0,18.0,1.0,5.0,12.0,0.667,9.0,10.0,1.0,3.0,10.0,11.0,15.0,2.0,3.0,3.0,4.0,33.0,38.0,1.0,1.0,1.0,0.556,36.1,41.6,25.8,43.9,3.0,11.6,26.9,42.4,234.0,117.0,0,False
91,NOP,109,PHO,115,2022,2022-04-28,240.0,240.0,42.0,83.0,0.506,8.0,24.0,0.333,17.0,19.0,0.895,12.0,24.0,36.0,25.0,9.0,0.0,16.0,25.0,109.0,,0.597,0.554,0.289,0.229,30.8,82.8,52.9,59.5,9.8,0.0,14.9,100.0,118.6,125.2,,,8.0,19.0,0.714,4.0,7.0,0.571,5.0,5.0,1.0,6.0,6.0,8.0,11.0,4.0,0.0,6.0,5.0,21.0,10.0,0.857,0.857,1.0,0.625,35.2,37.8,32.2,36.0,5.3,0.0,22.8,26.7,220.0,131.0,1,0,240.0,240.0,45.0,75.0,0.6,8.0,20.0,0.4,17.0,18.0,0.944,5.0,27.0,32.0,23.0,8.0,2.0,14.0,21.0,115.0,,0.693,0.653,0.267,0.24,17.2,69.2,47.1,51.1,8.7,3.4,14.4,100.0,125.2,118.6,,,14.0,14.0,1.0,2.0,6.0,1.0,4.0,4.0,1.0,1.0,6.0,7.0,8.0,2.0,1.0,4.0,5.0,33.0,17.0,1.047,1.036,0.6,2.0,50.4,75.0,64.5,40.9,7.6,2.7,60.0,50.0,178.0,127.0,0,False
92,UTA,96,DAL,98,2022,2022-04-28,240.0,240.0,36.0,84.0,0.429,9.0,35.0,0.257,15.0,20.0,0.75,11.0,37.0,48.0,20.0,5.0,4.0,11.0,15.0,96.0,,0.517,0.482,0.417,0.238,24.4,92.5,56.5,55.6,5.5,10.8,10.6,100.0,106.5,108.7,,,9.0,17.0,1.0,3.0,7.0,0.5,4.0,4.0,1.0,4.0,11.0,12.0,9.0,1.0,1.0,5.0,5.0,23.0,11.0,1.0,1.0,0.6,0.667,27.4,42.8,26.8,44.7,13.7,4.4,21.6,28.3,207.0,114.0,1,0,240.0,240.0,36.0,80.0,0.45,17.0,43.0,0.395,9.0,11.0,0.818,3.0,34.0,37.0,22.0,6.0,4.0,9.0,19.0,98.0,,0.578,0.556,0.538,0.138,7.5,75.6,43.5,61.1,6.7,8.2,9.6,100.0,108.7,106.5,,,9.0,21.0,0.583,4.0,10.0,0.571,4.0,6.0,1.0,2.0,9.0,10.0,8.0,2.0,2.0,3.0,5.0,24.0,15.0,0.764,0.75,1.0,0.353,51.1,27.5,24.0,33.9,2.8,4.7,33.3,31.3,147.0,116.0,0,False
93,DAL,98,UTA,96,2022,2022-04-28,240.0,240.0,36.0,80.0,0.45,17.0,43.0,0.395,9.0,11.0,0.818,3.0,34.0,37.0,22.0,6.0,4.0,9.0,19.0,98.0,,0.578,0.556,0.538,0.138,7.5,75.6,43.5,61.1,6.7,8.2,9.6,100.0,108.7,106.5,,,9.0,21.0,0.583,4.0,10.0,0.571,4.0,6.0,1.0,2.0,9.0,10.0,8.0,2.0,2.0,3.0,5.0,24.0,15.0,0.764,0.75,1.0,0.353,51.1,27.5,24.0,33.9,2.8,4.7,33.3,31.3,147.0,116.0,0,1,240.0,240.0,36.0,84.0,0.429,9.0,35.0,0.257,15.0,20.0,0.75,11.0,37.0,48.0,20.0,5.0,4.0,11.0,15.0,96.0,,0.517,0.482,0.417,0.238,24.4,92.5,56.5,55.6,5.5,10.8,10.6,100.0,106.5,108.7,,,9.0,17.0,1.0,3.0,7.0,0.5,4.0,4.0,1.0,4.0,11.0,12.0,9.0,1.0,1.0,5.0,5.0,23.0,11.0,1.0,1.0,0.6,0.667,27.4,42.8,26.8,44.7,13.7,4.4,21.6,28.3,207.0,114.0,1,True
94,PHI,132,TOR,97,2022,2022-04-28,240.0,240.0,47.0,81.0,0.58,16.0,40.0,0.4,22.0,23.0,0.957,10.0,37.0,47.0,32.0,4.0,4.0,11.0,22.0,132.0,,0.724,0.679,0.494,0.284,31.3,71.2,56.0,68.1,4.4,7.4,10.8,100.0,145.7,107.1,,,12.0,18.0,1.0,5.0,12.0,0.667,9.0,10.0,1.0,3.0,10.0,11.0,15.0,2.0,3.0,3.0,4.0,33.0,38.0,1.0,1.0,1.0,0.556,36.1,41.6,25.8,43.9,3.0,11.6,26.9,42.4,234.0,117.0,0,1,240.0,240.0,35.0,89.0,0.393,7.0,35.0,0.2,20.0,25.0,0.8,15.0,22.0,37.0,15.0,6.0,1.0,9.0,22.0,97.0,,0.485,0.433,0.393,0.281,28.8,68.8,44.0,42.9,6.6,2.4,8.3,100.0,107.1,145.7,,,9.0,20.0,1.0,2.0,7.0,0.333,9.0,10.0,1.0,4.0,7.0,10.0,7.0,3.0,1.0,3.0,6.0,25.0,1.0,0.718,1.0,1.0,3.0,82.7,33.3,51.2,30.5,3.6,3.7,20.0,45.7,148.0,152.0,1,True
95,PHO,115,NOP,109,2022,2022-04-28,240.0,240.0,45.0,75.0,0.6,8.0,20.0,0.4,17.0,18.0,0.944,5.0,27.0,32.0,23.0,8.0,2.0,14.0,21.0,115.0,,0.693,0.653,0.267,0.24,17.2,69.2,47.1,51.1,8.7,3.4,14.4,100.0,125.2,118.6,,,14.0,14.0,1.0,2.0,6.0,1.0,4.0,4.0,1.0,1.0,6.0,7.0,8.0,2.0,1.0,4.0,5.0,33.0,17.0,1.047,1.036,0.6,2.0,50.4,75.0,64.5,40.9,7.6,2.7,60.0,50.0,178.0,127.0,0,1,240.0,240.0,42.0,83.0,0.506,8.0,24.0,0.333,17.0,19.0,0.895,12.0,24.0,36.0,25.0,9.0,0.0,16.0,25.0,109.0,,0.597,0.554,0.289,0.229,30.8,82.8,52.9,59.5,9.8,0.0,14.9,100.0,118.6,125.2,,,8.0,19.0,0.714,4.0,7.0,0.571,5.0,5.0,1.0,6.0,6.0,8.0,11.0,4.0,0.0,6.0,5.0,21.0,10.0,0.857,0.857,1.0,0.625,35.2,37.8,32.2,36.0,5.3,0.0,22.8,26.7,220.0,131.0,1,True
96,CHI,100,MIL,116,2022,2022-04-27,240.0,240.0,39.0,92.0,0.424,15.0,52.0,0.288,7.0,11.0,0.636,6.0,31.0,37.0,24.0,12.0,3.0,16.0,18.0,100.0,,0.516,0.505,0.565,0.12,12.0,81.6,42.0,61.5,11.5,5.9,14.2,100.0,96.2,111.6,,,9.0,16.0,0.692,4.0,13.0,0.571,2.0,3.0,1.0,2.0,14.0,16.0,7.0,7.0,2.0,4.0,5.0,23.0,5.0,0.829,0.846,0.818,0.375,5.2,75.8,32.7,73.8,12.1,5.1,31.1,28.6,238.0,119.0,0,1,240.0,240.0,43.0,87.0,0.494,14.0,36.0,0.389,16.0,20.0,0.8,7.0,44.0,51.0,23.0,10.0,2.0,16.0,13.0,116.0,,0.605,0.575,0.414,0.23,18.4,88.0,58.0,53.5,9.6,5.0,14.3,100.0,111.6,96.2,,,11.0,15.0,0.733,6.0,9.0,0.667,11.0,14.0,1.0,2.0,15.0,17.0,9.0,5.0,2.0,6.0,3.0,33.0,18.0,0.909,0.909,0.818,0.933,11.8,100.0,64.2,31.9,10.8,8.2,28.7,33.0,152.0,104.0,1,False
97,DEN,98,GSW,102,2022,2022-04-27,240.0,240.0,36.0,81.0,0.444,6.0,29.0,0.207,20.0,29.0,0.69,14.0,36.0,50.0,26.0,5.0,5.0,14.0,21.0,98.0,,0.523,0.481,0.358,0.358,31.1,85.7,57.5,72.2,5.4,9.8,13.0,100.0,106.4,110.8,,,12.0,18.0,0.667,2.0,6.0,0.667,6.0,8.0,1.0,5.0,16.0,19.0,8.0,1.0,2.0,6.0,5.0,30.0,4.0,0.738,0.75,1.0,0.727,13.4,56.8,32.6,65.8,3.4,5.8,21.8,40.5,217.0,118.0,0,1,240.0,240.0,37.0,82.0,0.451,13.0,31.0,0.419,15.0,21.0,0.714,6.0,31.0,37.0,28.0,10.0,6.0,9.0,22.0,102.0,,0.559,0.53,0.378,0.256,14.3,68.9,42.5,75.7,10.9,11.5,9.0,100.0,110.8,106.4,,,10.0,22.0,1.0,5.0,11.0,1.0,5.0,7.0,1.0,2.0,8.0,9.0,6.0,4.0,3.0,5.0,5.0,30.0,12.0,0.938,1.0,0.75,1.0,10.6,24.7,17.9,26.1,5.3,7.6,16.6,38.1,179.0,118.0,1,False
98,MIL,116,CHI,100,2022,2022-04-27,240.0,240.0,43.0,87.0,0.494,14.0,36.0,0.389,16.0,20.0,0.8,7.0,44.0,51.0,23.0,10.0,2.0,16.0,13.0,116.0,,0.605,0.575,0.414,0.23,18.4,88.0,58.0,53.5,9.6,5.0,14.3,100.0,111.6,96.2,,,11.0,15.0,0.733,6.0,9.0,0.667,11.0,14.0,1.0,2.0,15.0,17.0,9.0,5.0,2.0,6.0,3.0,33.0,18.0,0.909,0.909,0.818,0.933,11.8,100.0,64.2,31.9,10.8,8.2,28.7,33.0,152.0,104.0,1,0,240.0,240.0,39.0,92.0,0.424,15.0,52.0,0.288,7.0,11.0,0.636,6.0,31.0,37.0,24.0,12.0,3.0,16.0,18.0,100.0,,0.516,0.505,0.565,0.12,12.0,81.6,42.0,61.5,11.5,5.9,14.2,100.0,96.2,111.6,,,9.0,16.0,0.692,4.0,13.0,0.571,2.0,3.0,1.0,2.0,14.0,16.0,7.0,7.0,2.0,4.0,5.0,23.0,5.0,0.829,0.846,0.818,0.375,5.2,75.8,32.7,73.8,12.1,5.1,31.1,28.6,238.0,119.0,0,True
99,GSW,102,DEN,98,2022,2022-04-27,240.0,240.0,37.0,82.0,0.451,13.0,31.0,0.419,15.0,21.0,0.714,6.0,31.0,37.0,28.0,10.0,6.0,9.0,22.0,102.0,,0.559,0.53,0.378,0.256,14.3,68.9,42.5,75.7,10.9,11.5,9.0,100.0,110.8,106.4,,,10.0,22.0,1.0,5.0,11.0,1.0,5.0,7.0,1.0,2.0,8.0,9.0,6.0,4.0,3.0,5.0,5.0,30.0,12.0,0.938,1.0,0.75,1.0,10.6,24.7,17.9,26.1,5.3,7.6,16.6,38.1,179.0,118.0,1,0,240.0,240.0,36.0,81.0,0.444,6.0,29.0,0.207,20.0,29.0,0.69,14.0,36.0,50.0,26.0,5.0,5.0,14.0,21.0,98.0,,0.523,0.481,0.358,0.358,31.1,85.7,57.5,72.2,5.4,9.8,13.0,100.0,106.4,110.8,,,12.0,18.0,0.667,2.0,6.0,0.667,6.0,8.0,1.0,5.0,16.0,19.0,8.0,1.0,2.0,6.0,5.0,30.0,4.0,0.738,0.75,1.0,0.727,13.4,56.8,32.6,65.8,3.4,5.8,21.8,40.5,217.0,118.0,0,True
